fname,label,manually_verified,freesound_id,license
019d2a2c.wav,Bark,1,89211,Creative Commons 0
01a36643.wav,Tambourine,0,276309,Creative Commons 0
01a39e95.wav,Shatter,0,127545,Creative Commons 0
01a59a61.wav,Gong,0,4667,Attribution
01a59c11.wav,Harmonica,1,116871,Creative Commons 0
01a5dc85.wav,Double_bass,0,354340,Attribution
01b9f44a.wav,Telephone,1,329781,Attribution
01c2f88b.wav,Bass_drum,1,91667,Creative Commons 0
01d2475c.wav,Writing,0,190033,Creative Commons 0
01d4dafd.wav,Harmonica,1,116869,Creative Commons 0
01df7ada.wav,Shatter,0,336425,Creative Commons 0
01e723f5.wav,Harmonica,1,330770,Attribution
01ec7a01.wav,Tearing,0,18328,Attribution
01ee18fd.wav,Microwave_oven,1,144232,Attribution
01f2e70b.wav,Gunshot_or_gunfire,1,350745,Creative Commons 0
01fc4661.wav,Oboe,1,355132,Attribution
020eb9f6.wav,Bark,1,4910,Attribution
021f8009.wav,Fart,0,56919,Attribution
022092bc.wav,Keys_jangling,0,167876,Creative Commons 0
02267a1a.wav,Squeak,0,50725,Creative Commons 0
02274ee8.wav,Burping_or_eructation,0,194480,Attribution
022a3507.wav,Bus,1,379382,Creative Commons 0
022cc908.wav,Knock,1,193861,Creative Commons 0
0231b9f3.wav,Double_bass,0,383566,Creative Commons 0
02328c03.wav,Computer_keyboard,0,319326,Creative Commons 0
0236dccb.wav,Cowbell,0,375613,Creative Commons 0
023d3434.wav,Microwave_oven,0,320453,Creative Commons 0
0244bb9e.wav,Fireworks,0,56577,Attribution
024a193f.wav,Laughter,1,209210,Creative Commons 0
024c4c6d.wav,Bass_drum,1,49750,Attribution
024da466.wav,Tambourine,1,352296,Creative Commons 0
0256c2f2.wav,Keys_jangling,1,336200,Creative Commons 0
0259e5d2.wav,Hi-hat,0,165321,Creative Commons 0
025f3fd2.wav,Hi-hat,1,137429,Attribution
025f7eac.wav,Knock,1,103999,Creative Commons 0
0262817d.wav,Fart,0,71229,Attribution
0266774c.wav,Cowbell,0,382805,Attribution
027482e2.wav,Electric_piano,1,132065,Attribution
027aa77c.wav,Clarinet,1,357015,Attribution
027aee2a.wav,Fireworks,1,336004,Creative Commons 0
027cd3fd.wav,Meow,1,118522,Creative Commons 0
0286fc27.wav,Double_bass,1,354201,Attribution
029632ad.wav,Cello,0,242166,Attribution
029b22f3.wav,Keys_jangling,0,9232,Attribution
029ee867.wav,Gunshot_or_gunfire,1,67577,Creative Commons 0
02a3243a.wav,Telephone,1,369844,Creative Commons 0
02ac1057.wav,Flute,0,54043,Creative Commons 0
02c095b4.wav,Tearing,0,137256,Creative Commons 0
02c9a1f1.wav,Writing,0,9386,Attribution
02d367e4.wav,Clarinet,1,357166,Attribution
02d6b747.wav,Cough,1,98676,Creative Commons 0
02d7fba3.wav,Double_bass,0,203771,Attribution
02dbfc78.wav,Cello,0,81031,Attribution
02e9392e.wav,Tambourine,1,382846,Attribution
02eed858.wav,Harmonica,1,116951,Creative Commons 0
02f8e94d.wav,Clarinet,0,249111,Attribution
0313ea1a.wav,Flute,0,32924,Creative Commons 0
032f7280.wav,Drawer_open_or_close,0,323417,Creative Commons 0
03320f05.wav,Applause,0,202498,Attribution
0338f669.wav,Cello,0,380194,Attribution
034beca1.wav,Fireworks,0,21412,Creative Commons 0
034e4ffa.wav,Trumpet,0,194624,Attribution
0350156b.wav,Keys_jangling,0,220420,Attribution
0356dec7.wav,Acoustic_guitar,1,24291,Attribution
0356f2ab.wav,Tambourine,0,117238,Creative Commons 0
03586ad9.wav,Cowbell,0,375616,Creative Commons 0
03657d6d.wav,Shatter,0,199906,Creative Commons 0
03734652.wav,Squeak,0,151638,Creative Commons 0
0383c69d.wav,Chime,0,84701,Attribution
0395ba61.wav,Oboe,0,355094,Attribution
03a01285.wav,Knock,1,182039,Attribution
03b4aca1.wav,Meow,1,203121,Attribution
03bb1c33.wav,Glockenspiel,1,348875,Creative Commons 0
03bc8fbc.wav,Shatter,0,71897,Attribution
03cd971f.wav,Cowbell,0,159760,Creative Commons 0
03d00f38.wav,Knock,0,345312,Creative Commons 0
03d42e2e.wav,Double_bass,0,203784,Attribution
03e13ae7.wav,Trumpet,0,26197,Attribution
03e88255.wav,Electric_piano,0,65758,Attribution
03e9765d.wav,Drawer_open_or_close,0,347788,Creative Commons 0
03ed9ba8.wav,Oboe,0,355173,Attribution
03f38c68.wav,Hi-hat,0,29785,Creative Commons 0
03fc1f96.wav,Bass_drum,1,124999,Creative Commons 0
04076350.wav,Clarinet,0,257968,Creative Commons 0
04092b14.wav,Gong,0,245875,Creative Commons 0
041396a9.wav,Laughter,1,60606,Creative Commons 0
04186a03.wav,Violin_or_fiddle,1,247833,Attribution
04281949.wav,Tearing,0,30634,Creative Commons 0
0429828b.wav,Fireworks,0,213235,Creative Commons 0
04330b10.wav,Squeak,0,39709,Attribution
04335030.wav,Trumpet,0,10713,Creative Commons 0
043a5393.wav,Electric_piano,0,198621,Attribution
0446a487.wav,Snare_drum,1,84842,Attribution
0447d04d.wav,Laughter,0,244331,Creative Commons 0
04490642.wav,Trumpet,0,93340,Creative Commons 0
044be615.wav,Violin_or_fiddle,1,269525,Attribution
0450e72b.wav,Oboe,0,355191,Attribution
04562f7d.wav,Trumpet,0,49480,Attribution
0457d8bc.wav,Bark,0,54545,Creative Commons 0
0459f90f.wav,Squeak,1,18352,Attribution
04646cce.wav,Gong,0,375554,Creative Commons 0
047b3d34.wav,Cough,0,180046,Attribution
047f5b83.wav,Gong,0,194432,Creative Commons 0
0482a372.wav,Cello,0,372841,Creative Commons 0
048fb352.wav,Applause,0,237351,Attribution
0496718e.wav,Finger_snapping,1,346786,Attribution
04a19a27.wav,Writing,1,326961,Creative Commons 0
04a7003c.wav,Knock,1,349307,Creative Commons 0
04ab05a7.wav,Bark,0,58661,Attribution
04ad9aa5.wav,Knock,1,349295,Creative Commons 0
04b4009f.wav,Snare_drum,0,7230,Attribution
04b9a79a.wav,Clarinet,0,372952,Creative Commons 0
04cce777.wav,Burping_or_eructation,0,215359,Creative Commons 0
04d0cae4.wav,Knock,0,349284,Creative Commons 0
04d33fe7.wav,Shatter,0,173559,Creative Commons 0
04e82f46.wav,Bass_drum,0,156863,Creative Commons 0
04e8596a.wav,Violin_or_fiddle,0,107319,Creative Commons 0
0508f1e3.wav,Double_bass,0,383572,Creative Commons 0
051138fc.wav,Finger_snapping,1,346794,Attribution
0513cbfc.wav,Bass_drum,0,151813,Creative Commons 0
05149415.wav,Knock,1,113131,Creative Commons 0
05173c4d.wav,Bark,0,270590,Creative Commons 0
051f9935.wav,Fart,0,141375,Creative Commons 0
0526ac41.wav,Double_bass,0,383614,Creative Commons 0
052789c8.wav,Fireworks,1,46324,Attribution
05309a38.wav,Snare_drum,0,209889,Creative Commons 0
05388f6c.wav,Applause,0,80398,Attribution
05561612.wav,Cello,1,248004,Attribution
0556be76.wav,Violin_or_fiddle,1,356186,Attribution
0563ab6e.wav,Shatter,0,182896,Attribution
058b98f0.wav,Telephone,1,19880,Attribution
05a0ca60.wav,Gong,0,273645,Attribution
05a3154f.wav,Oboe,1,355252,Attribution
05a458a7.wav,Fireworks,0,62543,Attribution
05b76c07.wav,Saxophone,0,257413,Attribution
05bc162b.wav,Gunshot_or_gunfire,1,161969,Creative Commons 0
05c5ab94.wav,Squeak,0,75332,Creative Commons 0
05cc4425.wav,Shatter,0,118515,Creative Commons 0
05d0dfa7.wav,Oboe,0,373661,Creative Commons 0
05d54a68.wav,Trumpet,1,374175,Creative Commons 0
05d81cdf.wav,Acoustic_guitar,0,161316,Creative Commons 0
05e4028a.wav,Saxophone,1,13484,Creative Commons 0
05ecefbe.wav,Violin_or_fiddle,0,56091,Creative Commons 0
05ef46ec.wav,Double_bass,1,383686,Creative Commons 0
05f2c2a6.wav,Clarinet,1,248391,Attribution
06006fca.wav,Knock,0,193832,Creative Commons 0
0609bd9e.wav,Writing,0,347150,Creative Commons 0
060b8c30.wav,Computer_keyboard,0,153246,Attribution
060ba089.wav,Finger_snapping,1,346810,Attribution
060ca755.wav,Fart,0,63808,Attribution
060e13d6.wav,Trumpet,1,357516,Attribution
060fab76.wav,Electric_piano,1,12787,Attribution
061cf689.wav,Trumpet,0,77706,Attribution
0627acfa.wav,Cello,0,251821,Attribution
0632d921.wav,Laughter,0,260825,Creative Commons 0
0640c787.wav,Applause,0,381359,Attribution
06487815.wav,Drawer_open_or_close,1,364106,Creative Commons 0
064cfad3.wav,Clarinet,0,248367,Attribution
065e7bb4.wav,Computer_keyboard,0,167256,Attribution
066d40f4.wav,Snare_drum,0,13252,Attribution
06712325.wav,Laughter,0,351424,Creative Commons 0
06730f97.wav,Trumpet,1,357553,Attribution
06789937.wav,Saxophone,1,46690,Creative Commons 0
06896eb5.wav,Trumpet,0,349710,Creative Commons 0
06959969.wav,Tambourine,1,210637,Attribution
06a09fcd.wav,Harmonica,0,39615,Attribution
06a1dfc0.wav,Snare_drum,0,17202,Creative Commons 0
06a76756.wav,Snare_drum,0,16792,Creative Commons 0
06b278f7.wav,Harmonica,1,325385,Attribution
06b89bf9.wav,Violin_or_fiddle,1,356333,Attribution
06b9dc31.wav,Finger_snapping,1,325265,Creative Commons 0
06c1c5c3.wav,Harmonica,0,256587,Creative Commons 0
06c48eab.wav,Hi-hat,1,138820,Attribution
06d0d6e4.wav,Scissors,1,19181,Attribution
06d164df.wav,Clarinet,0,356621,Attribution
06d2b52b.wav,Cowbell,1,91183,Creative Commons 0
06dbf664.wav,Fireworks,0,198344,Creative Commons 0
06dd3b18.wav,Bark,0,131258,Attribution
06e15d8e.wav,Bass_drum,0,38709,Attribution
06e87b61.wav,Bark,0,23750,Attribution
06ed75a7.wav,Gong,1,222221,Attribution
06f60188.wav,Saxophone,1,119349,Attribution
06fbb272.wav,Drawer_open_or_close,0,108402,Attribution
06fd1973.wav,Hi-hat,0,67210,Attribution
06feb8ea.wav,Finger_snapping,0,16451,Creative Commons 0
070183b1.wav,Fireworks,0,237752,Attribution
07036b1d.wav,Snare_drum,0,118284,Attribution
0704ffb8.wav,Bark,0,57596,Creative Commons 0
070bcdd9.wav,Violin_or_fiddle,0,11471,Attribution
070f52cb.wav,Cello,0,195546,Attribution
0713db9c.wav,Microwave_oven,0,153283,Creative Commons 0
0716126b.wav,Harmonica,1,116879,Creative Commons 0
071803a0.wav,Cello,1,357922,Attribution
071e836c.wav,Microwave_oven,0,245755,Creative Commons 0
071efb95.wav,Bass_drum,1,91661,Creative Commons 0
0720ef3b.wav,Saxophone,1,46687,Creative Commons 0
07211dfa.wav,Trumpet,1,357771,Attribution
072f3031.wav,Double_bass,0,203774,Attribution
0730a3d8.wav,Acoustic_guitar,0,8468,Creative Commons 0
0733ce78.wav,Laughter,0,72837,Attribution
0738f99f.wav,Oboe,1,373604,Creative Commons 0
0742098b.wav,Squeak,0,19953,Attribution
074cc08b.wav,Fart,0,315895,Creative Commons 0
074e07a5.wav,Squeak,0,178076,Creative Commons 0
074e2f09.wav,Hi-hat,1,137473,Attribution
07563fea.wav,Drawer_open_or_close,0,245923,Creative Commons 0
07605b4c.wav,Bark,0,85663,Attribution
0765b7d1.wav,Harmonica,0,352735,Creative Commons 0
076b6a7a.wav,Squeak,0,24731,Creative Commons 0
07762f74.wav,Tearing,1,352444,Creative Commons 0
07764530.wav,Oboe,0,373610,Creative Commons 0
0779162e.wav,Finger_snapping,1,161268,Attribution
0784c182.wav,Knock,1,144947,Creative Commons 0
078c67e5.wav,Tearing,0,359143,Attribution
078f7ac0.wav,Hi-hat,1,137486,Attribution
079968f4.wav,Clarinet,1,249035,Attribution
079bb1c3.wav,Oboe,0,355108,Attribution
07a16abd.wav,Tearing,0,10414,Creative Commons 0
07a177eb.wav,Squeak,0,340950,Attribution
07a99531.wav,Oboe,0,373671,Creative Commons 0
07af4f4d.wav,Gong,0,33855,Attribution
07b44e8e.wav,Tambourine,0,52219,Creative Commons 0
07b910ee.wav,Cowbell,0,159758,Creative Commons 0
07c8c909.wav,Flute,0,53826,Attribution
07ce4408.wav,Gunshot_or_gunfire,1,187767,Creative Commons 0
07db7f16.wav,Flute,1,354434,Attribution
07ec6849.wav,Cough,0,125403,Creative Commons 0
07ed1d56.wav,Burping_or_eructation,0,58020,Attribution
07f16007.wav,Cello,1,179879,Creative Commons 0
07f6b1dc.wav,Cello,0,149895,Creative Commons 0
07f88679.wav,Hi-hat,0,36325,Attribution
08064f4a.wav,Writing,0,211397,Creative Commons 0
080bffb7.wav,Writing,1,321137,Creative Commons 0
081a3386.wav,Fart,1,92856,Attribution
081c263d.wav,Keys_jangling,1,336198,Creative Commons 0
082321d2.wav,Cello,0,242160,Attribution
0832c151.wav,Trumpet,0,369873,Creative Commons 0
085652af.wav,Oboe,1,355247,Attribution
085be86f.wav,Tambourine,0,276301,Creative Commons 0
086dfaff.wav,Bark,0,128040,Attribution
086e6a35.wav,Fart,1,88147,Attribution
0879e568.wav,Saxophone,0,119177,Attribution
087f12b6.wav,Cowbell,1,382830,Attribution
0886c767.wav,Chime,1,257553,Attribution
0886d4f8.wav,Shatter,0,255114,Attribution
08893744.wav,Bass_drum,0,131336,Creative Commons 0
08894340.wav,Double_bass,1,203824,Attribution
088b75db.wav,Bass_drum,0,54598,Attribution
088d3f95.wav,Harmonica,1,116950,Creative Commons 0
08a68ba1.wav,Acoustic_guitar,1,183022,Attribution
08a94aca.wav,Fart,0,74637,Attribution
08b54ed0.wav,Burping_or_eructation,1,158443,Attribution
08b88eb7.wav,Violin_or_fiddle,1,355925,Attribution
08c931f6.wav,Knock,0,349306,Creative Commons 0
08cf2d2b.wav,Bark,0,179386,Attribution
08d931c3.wav,Computer_keyboard,1,379073,Creative Commons 0
08dba5f4.wav,Gong,0,150347,Attribution
08e79547.wav,Bass_drum,0,197807,Creative Commons 0
08fa5140.wav,Clarinet,0,248920,Attribution
08fb553f.wav,Writing,0,337088,Creative Commons 0
0906c4a9.wav,Double_bass,0,383685,Creative Commons 0
090e1d30.wav,Cowbell,1,90991,Creative Commons 0
090ea106.wav,Tambourine,0,210662,Attribution
09158810.wav,Tambourine,1,375721,Creative Commons 0
0920512f.wav,Tearing,1,10419,Creative Commons 0
09282dc5.wav,Cough,0,9297,Creative Commons 0
0933c357.wav,Gunshot_or_gunfire,1,96635,Attribution
0939d783.wav,Bark,0,35296,Creative Commons 0
093bf325.wav,Writing,0,94716,Creative Commons 0
095138e2.wav,Oboe,1,355261,Attribution
095836cb.wav,Flute,0,32926,Creative Commons 0
0958751e.wav,Hi-hat,1,137654,Attribution
0969b5c5.wav,Acoustic_guitar,0,8450,Creative Commons 0
096b4d70.wav,Keys_jangling,0,258074,Creative Commons 0
097b5ab0.wav,Knock,1,193844,Creative Commons 0
09841f13.wav,Shatter,0,42901,Attribution
098a3205.wav,Bark,0,173188,Creative Commons 0
098c2232.wav,Laughter,0,273925,Attribution
0994e80c.wav,Computer_keyboard,1,155575,Creative Commons 0
09986ba4.wav,Laughter,0,72843,Attribution
099ce615.wav,Squeak,1,17872,Attribution
09a1cfd7.wav,Hi-hat,1,138728,Attribution
09a355a9.wav,Cough,0,19116,Attribution
09a585bf.wav,Keys_jangling,1,235614,Creative Commons 0
09a63606.wav,Acoustic_guitar,0,30172,Creative Commons 0
09a732e6.wav,Double_bass,0,89991,Attribution
09a7c5ce.wav,Snare_drum,0,165326,Creative Commons 0
09a7dc35.wav,Cowbell,1,90969,Creative Commons 0
09a895f3.wav,Fart,0,249753,Creative Commons 0
09b51c66.wav,Fireworks,0,268914,Creative Commons 0
09b8a126.wav,Violin_or_fiddle,1,373769,Creative Commons 0
09b901f8.wav,Computer_keyboard,1,380170,Attribution
09bc3033.wav,Drawer_open_or_close,0,365492,Creative Commons 0
09ca1e09.wav,Shatter,0,203377,Creative Commons 0
09ea5276.wav,Trumpet,1,247214,Attribution
0a037e96.wav,Fireworks,0,198354,Creative Commons 0
0a0a8d4c.wav,Clarinet,0,165832,Creative Commons 0
0a15b36b.wav,Clarinet,0,249102,Attribution
0a277f11.wav,Snare_drum,0,215133,Creative Commons 0
0a2a5c05.wav,Burping_or_eructation,1,245740,Creative Commons 0
0a2b4c80.wav,Snare_drum,0,160710,Creative Commons 0
0a32271b.wav,Meow,0,50357,Attribution
0a366772.wav,Writing,1,377831,Attribution
0a484e9f.wav,Writing,1,167265,Creative Commons 0
0a49afad.wav,Fireworks,1,349787,Creative Commons 0
0a54c770.wav,Bus,1,113329,Attribution
0a6bba04.wav,Cowbell,1,91150,Creative Commons 0
0a6dbf2c.wav,Finger_snapping,1,361747,Creative Commons 0
0a82b4d6.wav,Tearing,0,89376,Attribution
0a8ac55d.wav,Tambourine,1,382889,Attribution
0a8d300c.wav,Bus,0,29609,Attribution
0a925754.wav,Telephone,1,91401,Creative Commons 0
0a98104d.wav,Cello,0,195691,Attribution
0aa17642.wav,Knock,1,211502,Attribution
0aa32376.wav,Hi-hat,0,35919,Attribution
0aa7edd0.wav,Cowbell,0,319149,Creative Commons 0
0aab722d.wav,Hi-hat,0,421,Attribution
0aad0a16.wav,Gunshot_or_gunfire,1,204949,Attribution
0aaed52b.wav,Fart,1,110047,Attribution
0ac443ad.wav,Bark,0,47898,Attribution
0ac83c13.wav,Writing,0,173081,Creative Commons 0
0acba147.wav,Computer_keyboard,1,120567,Attribution
0ad0bf22.wav,Saxophone,1,13438,Creative Commons 0
0ad5618e.wav,Bass_drum,0,218287,Creative Commons 0
0ad666e3.wav,Saxophone,1,119240,Attribution
0ade0819.wav,Cowbell,0,46754,Attribution
0af32053.wav,Oboe,0,355119,Attribution
0afca134.wav,Shatter,0,254721,Attribution
0afcf36b.wav,Scissors,0,344591,Creative Commons 0
0aff3cde.wav,Bass_drum,0,82309,Creative Commons 0
0b05208c.wav,Electric_piano,1,6380,Attribution
0b142b38.wav,Cough,0,196283,Creative Commons 0
0b1f22c3.wav,Saxophone,1,119253,Attribution
0b2a3ef0.wav,Writing,0,259291,Attribution
0b3636e4.wav,Cello,0,358241,Attribution
0b3c0588.wav,Finger_snapping,1,216660,Creative Commons 0
0b3d7a19.wav,Cough,0,171542,Attribution
0b436682.wav,Acoustic_guitar,0,8602,Creative Commons 0
0b489adc.wav,Squeak,0,72650,Attribution
0b4dc8fc.wav,Fireworks,0,125723,Attribution
0b5b6734.wav,Cough,0,218306,Creative Commons 0
0b5dd555.wav,Double_bass,0,354279,Attribution
0b5ea11d.wav,Keys_jangling,0,260845,Attribution
0b6ac630.wav,Hi-hat,0,101266,Creative Commons 0
0b6fba96.wav,Burping_or_eructation,0,210763,Attribution
0b7044b0.wav,Burping_or_eructation,1,101156,Attribution
0b74f0da.wav,Writing,0,170239,Creative Commons 0
0b7aa40a.wav,Cello,0,195694,Attribution
0b7f8989.wav,Bark,0,33641,Attribution
0b80f560.wav,Fart,0,65154,Attribution
0b82b3a5.wav,Clarinet,1,356731,Attribution
0b914d51.wav,Meow,0,111138,Attribution
0b92a7e0.wav,Chime,1,44168,Attribution
0b95a1b5.wav,Knock,1,193842,Creative Commons 0
0b9904c1.wav,Burping_or_eructation,0,156837,Attribution
0ba6976e.wav,Clarinet,1,372982,Creative Commons 0
0ba8bcc2.wav,Laughter,0,30281,Attribution
0ba927cd.wav,Hi-hat,1,138805,Attribution
0bab86ae.wav,Violin_or_fiddle,1,247653,Attribution
0bb6b85a.wav,Keys_jangling,0,25308,Creative Commons 0
0bc522f3.wav,Keys_jangling,1,134884,Attribution
0bca94ec.wav,Glockenspiel,1,348898,Creative Commons 0
0bd9f47b.wav,Laughter,1,132816,Attribution
0bdef4f9.wav,Oboe,0,373672,Creative Commons 0
0be0fbaa.wav,Squeak,0,18069,Attribution
0be246ba.wav,Double_bass,0,203812,Attribution
0be52cd7.wav,Bass_drum,0,83262,Creative Commons 0
0bf505c1.wav,Tearing,0,141124,Creative Commons 0
0bfdf35b.wav,Shatter,0,174747,Creative Commons 0
0c080361.wav,Writing,0,376704,Creative Commons 0
0c0f796c.wav,Meow,1,130034,Attribution
0c118aaa.wav,Electric_piano,0,65658,Attribution
0c27360a.wav,Gunshot_or_gunfire,1,371001,Creative Commons 0
0c28638b.wav,Tambourine,0,320256,Attribution
0c2f1a54.wav,Finger_snapping,1,361769,Creative Commons 0
0c3044b3.wav,Saxophone,1,360234,Attribution
0c364094.wav,Cello,0,195550,Attribution
0c36c39a.wav,Saxophone,1,13411,Creative Commons 0
0c3bdc12.wav,Fart,1,76552,Attribution
0c3cba8b.wav,Clarinet,0,249121,Attribution
0c3e92c7.wav,Knock,0,258385,Attribution
0c4948ba.wav,Keys_jangling,0,156178,Creative Commons 0
0c4f2a87.wav,Oboe,1,355258,Attribution
0c547bc4.wav,Violin_or_fiddle,1,56003,Creative Commons 0
0c66ddcb.wav,Fireworks,0,97964,Creative Commons 0
0c67f402.wav,Snare_drum,1,13219,Creative Commons 0
0c6a3500.wav,Bus,1,12500,Attribution
0c6ec89a.wav,Oboe,0,355138,Attribution
0c7ae294.wav,Applause,1,30035,Attribution
0c7eb4eb.wav,Tearing,0,181772,Creative Commons 0
0c9abd6a.wav,Snare_drum,0,3146,Attribution
0ca8b59b.wav,Laughter,1,15291,Attribution
0cafd32f.wav,Tambourine,0,219256,Creative Commons 0
0cb7fc83.wav,Gong,0,222353,Attribution
0cbfebc7.wav,Laughter,0,277597,Attribution
0cc4c3b7.wav,Finger_snapping,0,361761,Creative Commons 0
0ccf0903.wav,Glockenspiel,0,348919,Creative Commons 0
0cdfa126.wav,Laughter,1,344025,Creative Commons 0
0ce9b7a0.wav,Double_bass,0,383553,Creative Commons 0
0cea4550.wav,Clarinet,0,357310,Attribution
0cec67d2.wav,Writing,0,321136,Creative Commons 0
0ceed74d.wav,Oboe,0,355244,Attribution
0d0c7375.wav,Bass_drum,0,172709,Creative Commons 0
0d0d1b88.wav,Applause,0,376006,Creative Commons 0
0d0d648b.wav,Bass_drum,0,185535,Attribution
0d1cb966.wav,Oboe,0,355230,Attribution
0d2047b5.wav,Drawer_open_or_close,1,245924,Creative Commons 0
0d30af2b.wav,Trumpet,0,53937,Creative Commons 0
0d3d36f5.wav,Snare_drum,0,157336,Creative Commons 0
0d481dea.wav,Glockenspiel,1,146098,Attribution
0d649d1b.wav,Trumpet,0,10761,Creative Commons 0
0d661b19.wav,Telephone,1,158427,Creative Commons 0
0d694b51.wav,Burping_or_eructation,0,217452,Attribution
0d6bb959.wav,Tambourine,0,36129,Creative Commons 0
0d74110a.wav,Drawer_open_or_close,0,245765,Creative Commons 0
0d79765a.wav,Bark,1,261163,Attribution
0d8012f4.wav,Saxophone,1,13483,Creative Commons 0
0d804b40.wav,Applause,1,381366,Attribution
0d9b9a20.wav,Microwave_oven,0,108428,Creative Commons 0
0d9f6c10.wav,Burping_or_eructation,1,101153,Attribution
0da0c554.wav,Double_bass,1,383649,Creative Commons 0
0da527a6.wav,Violin_or_fiddle,1,356009,Attribution
0da86798.wav,Knock,1,349299,Creative Commons 0
0db954fa.wav,Applause,0,252913,Attribution
0dbdffe2.wav,Fireworks,1,97963,Creative Commons 0
0dc26ae9.wav,Laughter,1,111161,Attribution
0dd326ca.wav,Computer_keyboard,0,228602,Creative Commons 0
0dd54f1f.wav,Gong,0,235459,Creative Commons 0
0ddb4bdf.wav,Bass_drum,1,91608,Creative Commons 0
0de99488.wav,Microwave_oven,1,232837,Creative Commons 0
0ded93ce.wav,Tambourine,0,219254,Creative Commons 0
0dfcedf6.wav,Applause,0,242230,Creative Commons 0
0e19ed55.wav,Cowbell,0,375615,Creative Commons 0
0e2ec031.wav,Gunshot_or_gunfire,1,333065,Creative Commons 0
0e2fbeb8.wav,Double_bass,0,383702,Creative Commons 0
0e32c361.wav,Trumpet,0,10898,Creative Commons 0
0e3aa5cf.wav,Shatter,1,276937,Creative Commons 0
0e4372d4.wav,Hi-hat,0,156246,Creative Commons 0
0e439e01.wav,Fart,0,110926,Creative Commons 0
0e451691.wav,Drawer_open_or_close,1,326461,Creative Commons 0
0e4583d5.wav,Shatter,1,173619,Creative Commons 0
0e51f1d0.wav,Shatter,0,194684,Creative Commons 0
0e544eb8.wav,Oboe,0,373635,Creative Commons 0
0e5c9ed0.wav,Knock,0,32297,Attribution
0e5cab29.wav,Tearing,1,172622,Creative Commons 0
0e630318.wav,Snare_drum,0,3155,Attribution
0e645225.wav,Bus,1,198846,Attribution
0e6e1f35.wav,Chime,1,273893,Creative Commons 0
0e7622f0.wav,Saxophone,1,13402,Creative Commons 0
0e7cd4eb.wav,Violin_or_fiddle,1,247854,Attribution
0e7f9fdb.wav,Keys_jangling,0,32940,Creative Commons 0
0e89fb66.wav,Knock,0,193855,Creative Commons 0
0e974517.wav,Microwave_oven,0,62329,Creative Commons 0
0e979b8c.wav,Cowbell,1,90997,Creative Commons 0
0e9cb14e.wav,Fireworks,1,349816,Creative Commons 0
0ea3dbaf.wav,Saxophone,0,131275,Creative Commons 0
